Node 1	Node 2	Truss
# Nodes:3674 Edges:14317
3619        	863         	2           
3619        	624         	2           
3619        	173         	2           
3619        	1065        	3           
3619        	1475        	2           
3619        	1686        	2           
3619        	1348        	3           
3619        	1080        	2           
3619        	1314        	2           
3619        	845         	3           
3619        	2977        	2           
3619        	2078        	2           
3619        	958         	2           
3619        	1984        	3           
3619        	864         	3           
3619        	3659        	2           
3619        	3379        	2           
3619        	1822        	2           
3619        	703         	3           
3619        	3348        	4           
3619        	2012        	2           
3619        	2962        	4           
3619        	1260        	2           
3619        	2325        	4           
3619        	2436        	4           
3619        	3161        	2           
3619        	2321        	2           
3619        	3310        	4           
3619        	2826        	2           
2826        	2780        	2           
2826        	1027        	2           
2826        	2536        	3           
2826        	1628        	2           
2826        	369         	2           
2826        	2999        	2           
2826        	2380        	3           
2826        	1045        	2           
2826        	1263        	3           
2826        	585         	2           
2826        	2496        	3           
2826        	2866        	2           
2826        	822         	2           
2826        	3277        	3           
2826        	1211        	2           
2826        	1199        	2           
2826        	159         	2           
2826        	1001        	2           
2826        	2034        	2           
2826        	1863        	3           
2826        	929         	2           
2826        	2157        	2           
2826        	3619        	2           
3310        	2136        	2           
3310        	676         	2           
3310        	3057        	3           
3310        	703         	3           
3310        	3348        	4           
3310        	2510        	2           
3310        	3564        	2           
3310        	2962        	4           
3310        	2436        	4           
3310        	3619        	4           
2321        	1139        	3           
2321        	1941        	3           
2321        	1909        	2           
2321        	1710        	2           
2321        	2122        	3           
2321        	837         	3           
2321        	816         	2           
2321        	181         	3           
2321        	3290        	2           
2321        	988         	3           
2321        	1428        	3           
2321        	2880        	3           
2321        	968         	2           
2321        	1800        	3           
2321        	37          	3           
2321        	1769        	4           
2321        	2202        	3           
2321        	1846        	3           
2321        	3327        	2           
2321        	1475        	3           
2321        	2411        	2           
2321        	1559        	3           
2321        	3294        	2           
2321        	767         	3           
2321        	1259        	3           
2321        	3443        	3           
2321        	1114        	2           
2321        	3490        	3           
2321        	2852        	5           
2321        	2561        	5           
2321        	3301        	4           
2321        	69          	2           
2321        	2060        	2           
2321        	3424        	2           
2321        	2345        	2           
2321        	1754        	3           
2321        	2608        	4           
2321        	1439        	3           
2321        	1502        	3           
2321        	2143        	2           
2321        	694         	6           
2321        	2048        	3           
2321        	2275        	2           
2321        	2896        	3           
2321        	3625        	2           
2321        	1008        	4           
2321        	1320        	3           
2321        	326         	4           
2321        	2374        	4           
2321        	1971        	3           
2321        	1405        	2           
2321        	1969        	3           
2321        	79          	3           
2321        	2563        	3           
2321        	1957        	4           
2321        	3050        	3           
2321        	883         	2           
2321        	3587        	3           
2321        	963         	4           
2321        	160         	3           
2321        	959         	3           
2321        	724         	2           
2321        	2186        	2           
2321        	1074        	3           
2321        	2210        	3           
2321        	1907        	3           
2321        	523         	2           
2321        	3271        	3           
2321        	1249        	3           
2321        	3172        	2           
2321        	2340        	4           
2321        	3190        	4           
2321        	1149        	3           
2321        	2051        	3           
2321        	621         	2           
2321        	476         	4           
2321        	3020        	2           
2321        	1772        	2           
2321        	3048        	3           
2321        	2020        	3           
2321        	3510        	3           
2321        	3309        	3           
2321        	1221        	2           
2321        	1238        	3           
2321        	2387        	3           
2321        	2298        	2           
2321        	223         	2           
2321        	3240        	4           
2321        	297         	4           
2321        	3213        	5           
2321        	761         	3           
2321        	2265        	5           
2321        	2711        	3           
2321        	21          	6           
2321        	894         	2           
2321        	818         	3           
2321        	2751        	3           
2321        	785         	3           
2321        	1287        	4           
2321        	845         	2           
2321        	244         	2           
2321        	2538        	2           
2321        	1507        	3           
2321        	3664        	3           
2321        	1868        	2           
2321        	1733        	2           
2321        	1399        	4           
2321        	307         	3           
2321        	1211        	4           
2321        	974         	3           
2321        	506         	2           
2321        	2887        	7           
2321        	3531        	2           
2321        	1672        	4           
2321        	1985        	2           
2321        	1902        	2           
2321        	707         	2           
2321        	3123        	2           
2321        	1694        	4           
2321        	3619        	2           
3161        	3209        	2           
3161        	137         	2           
3161        	719         	3           
3161        	3134        	2           
3161        	3621        	3           
3161        	2313        	8           
3161        	2978        	2           
3161        	163         	2           
3161        	1903        	2           
3161        	3404        	2           
3161        	173         	3           
3161        	2064        	3           
3161        	3038        	3           
3161        	2050        	2           
3161        	1381        	2           
3161        	3462        	2           
3161        	2168        	2           
3161        	2170        	2           
3161        	2449        	2           
3161        	3417        	2           
3161        	3442        	2           
3161        	3563        	3           
3161        	2084        	3           
3161        	2265        	3           
3161        	818         	2           
3161        	1287        	2           
3161        	1172        	2           
3161        	2436        	2           
3161        	396         	3           
3161        	3307        	3           
3161        	2600        	3           
3161        	643         	2           
3161        	3490        	2           
3161        	1053        	2           
3161        	3619        	2           
2436        	1073        	2           
2436        	2956        	3           
2436        	161         	2           
2436        	1941        	2           
2436        	703         	3           
2436        	3348        	4           
2436        	2866        	2           
2436        	3463        	2           
2436        	1987        	2           
2436        	2962        	4           
2436        	1378        	2           
2436        	478         	2           
2436        	2470        	2           
2436        	2325        	2           
2436        	18          	3           
2436        	3161        	2           
2436        	193         	3           
2436        	1529        	2           
2436        	3095        	2           
2436        	2852        	2           
2436        	3310        	4           
2436        	3619        	4           
2325        	1163        	2           
2325        	448         	2           
2325        	3414        	3           
2325        	3564        	4           
2325        	554         	4           
2325        	2976        	4           
2325        	2345        	3           
2325        	183         	2           
2325        	2623        	2           
2325        	531         	3           
2325        	1214        	3           
2325        	2042        	2           
2325        	2558        	2           
2325        	41          	3           
2325        	2898        	3           
2325        	2989        	4           
2325        	489         	2           
2325        	649         	3           
2325        	433         	2           
2325        	2608        	4           
2325        	2871        	2           
2325        	2061        	5           
2325        	1857        	2           
2325        	2971        	3           
2325        	1123        	3           
2325        	1338        	2           
2325        	2143        	3           
2325        	1160        	3           
2325        	75          	4           
2325        	694         	3           
2325        	3085        	2           
2325        	809         	3           
2325        	3064        	2           
2325        	1713        	2           
2325        	2377        	2           
2325        	1533        	2           
2325        	97          	3           
2325        	2601        	3           
2325        	2258        	4           
2325        	3267        	4           
2325        	3541        	3           
2325        	2975        	2           
2325        	3142        	3           
2325        	3422        	3           
2325        	2326        	3           
2325        	3364        	3           
2325        	295         	4           
2325        	1008        	4           
2325        	1320        	3           
2325        	2371        	3           
2325        	1800        	2           
2325        	2374        	3           
2325        	876         	4           
2325        	1405        	3           
2325        	109         	2           
2325        	1969        	4           
2325        	2268        	3           
2325        	3594        	4           
2325        	2771        	3           
2325        	79          	4           
2325        	981         	3           
2325        	1038        	2           
2325        	2563        	5           
2325        	3606        	2           
2325        	1957        	4           
2325        	3107        	2           
2325        	2995        	2           
2325        	3297        	2           
2325        	1122        	4           
2325        	963         	3           
2325        	3079        	2           
2325        	945         	3           
2325        	1217        	3           
2325        	2559        	2           
2325        	1634        	2           
2325        	160         	3           
2325        	1797        	3           
2325        	2486        	3           
2325        	959         	4           
2325        	3038        	2           
2325        	3151        	4           
2325        	3275        	2           
2325        	1878        	2           
2325        	724         	3           
2325        	2210        	4           
2325        	1907        	3           
2325        	756         	3           
2325        	185         	2           
2325        	2733        	3           
2325        	523         	3           
2325        	1851        	2           
2325        	563         	3           
2325        	999         	6           
2325        	3496        	2           
2325        	2189        	3           
2325        	2526        	3           
2325        	65          	2           
2325        	1992        	3           
2325        	1018        	2           
2325        	3172        	3           
2325        	2340        	5           
2325        	2805        	3           
2325        	965         	3           
2325        	492         	3           
2325        	3190        	4           
2325        	453         	2           
2325        	222         	2           
2325        	284         	4           
2325        	476         	2           
2325        	3417        	2           
2325        	768         	3           
2325        	3020        	4           
2325        	2214        	2           
2325        	1975        	2           
2325        	1772        	4           
2325        	2292        	3           
2325        	1769        	3           
2325        	3048        	3           
2325        	2020        	3           
2325        	3510        	3           
2325        	3309        	3           
2325        	2202        	3           
2325        	2463        	2           
2325        	2026        	2           
2325        	1221        	3           
2325        	592         	3           
2325        	1238        	3           
2325        	1692        	3           
2325        	1231        	4           
2325        	1934        	2           
2325        	2387        	4           
2325        	2298        	4           
2325        	520         	4           
2325        	1179        	2           
2325        	2411        	5           
2325        	3240        	8           
2325        	2998        	4           
2325        	3010        	4           
2325        	2434        	3           
2325        	3213        	3           
2325        	14          	3           
2325        	2513        	2           
2325        	3420        	5           
2325        	1080        	3           
2325        	1144        	2           
2325        	637         	2           
2325        	1996        	4           
2325        	2102        	2           
2325        	761         	2           
2325        	3237        	2           
2325        	3071        	2           
2325        	538         	3           
2325        	1412        	4           
2325        	3421        	4           
2325        	202         	2           
2325        	1115        	2           
2325        	464         	2           
2325        	355         	2           
2325        	279         	3           
2325        	845         	3           
2325        	244         	2           
2325        	2543        	3           
2325        	1507        	4           
2325        	2436        	2           
2325        	994         	3           
2325        	2034        	4           
2325        	3664        	3           
2325        	1235        	2           
2325        	1815        	4           
2325        	18          	4           
2325        	3023        	3           
2325        	875         	3           
2325        	3474        	3           
2325        	2467        	2           
2325        	2078        	3           
2325        	193         	6           
2325        	1733        	3           
2325        	2349        	3           
2325        	958         	4           
2325        	2311        	3           
2325        	897         	3           
2325        	2331        	2           
2325        	1211        	5           
2325        	2787        	3           
2325        	974         	3           
2325        	2323        	2           
2325        	871         	3           
2325        	3506        	2           
2325        	1902        	2           
2325        	432         	4           
2325        	3525        	3           
2325        	1798        	3           
2325        	178         	6           
2325        	1627        	3           
2325        	281         	2           
2325        	3458        	3           
2325        	1051        	2           
2325        	1988        	2           
2325        	401         	2           
2325        	1463        	3           
2325        	248         	3           
2325        	1204        	3           
2325        	821         	2           
2325        	3530        	4           
2325        	3221        	2           
2325        	1356        	2           
2325        	581         	2           
2325        	3123        	2           
2325        	1436        	3           
2325        	1694        	4           
2325        	321         	4           
2325        	1062        	4           
2325        	3619        	4           
1260        	2561        	3           
1260        	1753        	3           
1260        	387         	2           
1260        	1809        	2           
1260        	1909        	2           
1260        	2523        	2           
1260        	3328        	3           
1260        	620         	2           
1260        	3558        	2           
1260        	2380        	2           
1260        	3142        	2           
1260        	1060        	2           
1260        	1008        	4           
1260        	1430        	2           
1260        	2199        	4           
1260        	2374        	3           
1260        	2563        	2           
1260        	1957        	3           
1260        	1672        	3           
1260        	1101        	2           
1260        	315         	3           
1260        	160         	2           
1260        	37          	2           
1260        	1108        	2           
1260        	2996        	2           
1260        	3271        	3           
1260        	2189        	2           
1260        	2526        	2           
1260        	2340        	2           
1260        	662         	2           
1260        	476         	3           
1260        	750         	3           
1260        	1767        	2           
1260        	2428        	2           
1260        	3309        	2           
1260        	2422        	2           
1260        	1347        	2           
1260        	1692        	3           
1260        	3010        	2           
1260        	297         	2           
1260        	1080        	4           
1260        	2503        	3           
1260        	3071        	3           
1260        	818         	2           
1260        	1172        	3           
1260        	2838        	2           
1260        	1148        	3           
1260        	305         	2           
1260        	3448        	2           
1260        	2331        	2           
1260        	1902        	2           
1260        	3525        	5           
1260        	2673        	2           
1260        	248         	2           
1260        	643         	2           
1260        	1197        	3           
1260        	2228        	2           
1260        	3619        	2           
2962        	703         	3           
2962        	2898        	3           
2962        	3348        	4           
2962        	1991        	4           
2962        	2446        	2           
2962        	1347        	4           
2962        	1997        	2           
2962        	1001        	2           
2962        	18          	3           
2962        	1529        	2           
2962        	2436        	4           
2962        	3310        	4           
2962        	3619        	4           
2012        	2603        	2           
2012        	321         	2           
2012        	3619        	2           
3348        	2962        	4           
3348        	3057        	3           
3348        	2436        	4           
3348        	864         	2           
3348        	3310        	4           
3348        	3619        	4           
703         	2962        	3           
703         	2436        	3           
703         	3310        	3           
703         	3619        	3           
1062        	719         	4           
1062        	2874        	3           
1062        	2165        	4           
1062        	356         	3           
1062        	158         	2           
1062        	1039        	2           
1062        	3141        	3           
1062        	2166        	3           
1062        	3594        	6           
1062        	2692        	2           
1062        	3566        	7           
1062        	221         	2           
1062        	832         	3           
1062        	2288        	3           
1062        	1937        	3           
1062        	1538        	2           
1062        	2298        	5           
1062        	2206        	2           
1062        	3213        	3           
1062        	2183        	2           
1062        	1474        	2           
1062        	2325        	4           
1062        	18          	4           
1062        	3005        	2           
1062        	2946        	3           
1062        	707         	5           
1062        	9           	3           
1062        	2852        	3           
1062        	2439        	3           
1062        	2028        	3           
2028        	2298        	3           
2028        	1062        	3           
2439        	1835        	3           
2439        	2603        	2           
2439        	3197        	3           
2439        	554         	5           
2439        	3301        	4           
2439        	2989        	5           
2439        	649         	2           
2439        	1601        	2           
2439        	1962        	5           
2439        	3631        	2           
2439        	2275        	3           
2439        	2258        	4           
2439        	2312        	2           
2439        	712         	2           
2439        	351         	5           
2439        	326         	4           
2439        	607         	2           
2439        	1654        	3           
2439        	1969        	5           
2439        	79          	3           
2439        	572         	5           
2439        	3050        	3           
2439        	2733        	3           
2439        	3271        	3           
2439        	1992        	2           
2439        	621         	4           
2439        	476         	2           
2439        	1772        	6           
2439        	2292        	2           
2439        	3488        	4           
2439        	2998        	2           
2439        	3126        	4           
2439        	1996        	2           
2439        	469         	5           
2439        	2480        	5           
2439        	2424        	2           
2439        	2914        	4           
2439        	1744        	3           
2439        	2457        	4           
2439        	432         	4           
2439        	1051        	2           
2439        	3530        	6           
2439        	2946        	7           
2439        	3435        	2           
2439        	3076        	2           
2439        	3579        	4           
2439        	356         	4           
2439        	2166        	4           
2439        	2891        	5           
2439        	81          	2           
2439        	2771        	2           
2439        	1797        	5           
2439        	547         	2           
2439        	2666        	3           
2439        	338         	2           
2439        	1937        	4           
2439        	687         	4           
2439        	118         	5           
2439        	1978        	2           
2439        	1180        	2           
2439        	1974        	2           
2439        	18          	4           
2439        	1305        	2           
2439        	707         	6           
2439        	2852        	9           
2439        	2767        	4           
2439        	1062        	3           
2852        	507         	2           
2852        	1928        	2           
2852        	2202        	5           
2852        	2321        	5           
2852        	554         	4           
2852        	3301        	4           
2852        	2382        	2           
2852        	1276        	2           
2852        	2465        	2           
2852        	2989        	6           
2852        	200         	4           
2852        	649         	3           
2852        	3328        	2           
2852        	3148        	2           
2852        	1601        	2           
2852        	1046        	3           
2852        	38          	3           
2852        	2143        	3           
2852        	3631        	3           
2852        	2258        	4           
2852        	3541        	5           
2852        	712         	5           
2852        	351         	6           
2852        	1645        	3           
2852        	3255        	3           
2852        	3617        	2           
2852        	326         	2           
2852        	2374        	2           
2852        	1278        	3           
2852        	981         	2           
2852        	296         	2           
2852        	2563        	4           
2852        	1816        	3           
2852        	572         	4           
2852        	1901        	2           
2852        	1794        	2           
2852        	2557        	3           
2852        	2788        	3           
2852        	945         	4           
2852        	1101        	3           
2852        	229         	3           
2852        	959         	2           
2852        	2942        	2           
2852        	2210        	3           
2852        	1851        	4           
2852        	1183        	2           
2852        	3271        	5           
2852        	2189        	5           
2852        	2866        	4           
2852        	3486        	3           
2852        	1100        	2           
2852        	1466        	4           
2852        	3172        	3           
2852        	2168        	3           
2852        	2340        	6           
2852        	3405        	2           
2852        	2051        	2           
2852        	621         	4           
2852        	662         	2           
2852        	476         	3           
2852        	3417        	2           
2852        	3020        	6           
2852        	1772        	5           
2852        	2292        	4           
2852        	3488        	3           
2852        	1846        	3           
2852        	594         	3           
2852        	2463        	2           
2852        	1692        	3           
2852        	1231        	2           
2852        	1934        	3           
2852        	2998        	2           
2852        	2552        	3           
2852        	3213        	3           
2852        	3126        	3           
2852        	1144        	4           
2852        	1996        	4           
2852        	2265        	3           
2852        	2711        	3           
2852        	337         	3           
2852        	619         	6           
2852        	202         	3           
2852        	818         	3           
2852        	1115        	4           
2852        	3473        	2           
2852        	1596        	3           
2852        	2944        	3           
2852        	1148        	3           
2852        	2436        	2           
2852        	2677        	2           
2852        	305         	2           
2852        	469         	5           
2852        	2480        	5           
2852        	3664        	4           
2852        	3231        	2           
2852        	2923        	2           
2852        	3474        	2           
2852        	2914        	4           
2852        	3377        	3           
2852        	1744        	3           
2852        	1399        	3           
2852        	614         	2           
2852        	2457        	4           
2852        	2331        	4           
2852        	1211        	2           
2852        	2323        	3           
2852        	3538        	4           
2852        	781         	3           
2852        	2021        	2           
2852        	1606        	2           
2852        	432         	4           
2852        	1051        	3           
2852        	1988        	3           
2852        	2249        	3           
2852        	3530        	5           
2852        	2126        	4           
2852        	2088        	3           
2852        	2819        	2           
2852        	646         	4           
2852        	3373        	2           
2852        	3042        	5           
2852        	2165        	4           
2852        	2275        	4           
2852        	2011        	2           
2852        	2166        	4           
2852        	1654        	3           
2852        	885         	2           
2852        	715         	2           
2852        	2891        	10          
2852        	3594        	2           
2852        	3503        	2           
2852        	3566        	3           
2852        	1797        	5           
2852        	2288        	5           
2852        	2159        	3           
2852        	1118        	6           
2852        	1937        	5           
2852        	1769        	2           
2852        	2020        	2           
2852        	3250        	3           
2852        	687         	4           
2852        	118         	5           
2852        	1751        	2           
2852        	1043        	2           
2852        	18          	4           
2852        	2645        	2           
2852        	4           	3           
2852        	1798        	2           
2852        	2946        	5           
2852        	707         	6           
2852        	1227        	4           
2852        	2005        	3           
2852        	2439        	9           
2852        	2767        	3           
2852        	2228        	2           
2852        	3174        	5           
2852        	1062        	3           
9           	2749        	3           
9           	3491        	2           
9           	2060        	2           
9           	2945        	2           
9           	3085        	2           
9           	2237        	2           
9           	62          	2           
9           	2371        	2           
9           	3511        	2           
9           	3050        	2           
9           	2557        	2           
9           	2442        	2           
9           	832         	3           
9           	1797        	2           
9           	3038        	2           
9           	86          	2           
9           	1992        	2           
9           	2168        	2           
9           	1934        	2           
9           	3420        	3           
9           	2548        	2           
9           	845         	2           
9           	2519        	2           
9           	1744        	2           
9           	2457        	3           
9           	2323        	2           
9           	432         	3           
9           	1051        	2           
9           	1786        	2           
9           	1062        	3           
707         	1303        	2           
707         	2808        	4           
707         	1937        	5           
707         	15          	2           
707         	1316        	2           
707         	3491        	3           
707         	554         	5           
707         	3424        	2           
707         	1276        	2           
707         	3565        	2           
707         	2143        	2           
707         	1962        	2           
707         	2237        	3           
707         	712         	5           
707         	351         	8           
707         	1008        	2           
707         	326         	2           
707         	522         	2           
707         	1969        	5           
707         	3594        	3           
707         	1297        	2           
707         	572         	2           
707         	3050        	3           
707         	2043        	2           
707         	1992        	2           
707         	2168        	4           
707         	621         	4           
707         	476         	2           
707         	1772        	6           
707         	3488        	6           
707         	1840        	2           
707         	337         	5           
707         	2480        	5           
707         	2424        	3           
707         	1744        	3           
707         	2457        	4           
707         	2787        	2           
707         	432         	4           
707         	3530        	5           
707         	2819        	2           
707         	2989        	6           
707         	649         	3           
707         	2675        	3           
707         	2671        	2           
707         	3579        	4           
707         	3484        	2           
707         	3628        	2           
707         	1927        	5           
707         	1645        	3           
707         	2166        	4           
707         	1654        	3           
707         	2891        	5           
707         	3460        	2           
707         	22          	2           
707         	963         	2           
707         	3566        	3           
707         	1634        	5           
707         	2446        	2           
707         	1797        	5           
707         	2908        	2           
707         	3486        	3           
707         	284         	4           
707         	118         	5           
707         	714         	2           
707         	1996        	2           
707         	1313        	5           
707         	1001        	2           
707         	1551        	3           
707         	18          	6           
707         	1882        	2           
707         	3122        	2           
707         	1863        	3           
707         	2321        	2           
707         	4           	3           
707         	904         	2           
707         	1848        	2           
707         	2378        	2           
707         	2946        	6           
707         	2421        	2           
707         	2852        	6           
707         	2439        	6           
707         	2767        	3           
707         	1062        	5           
2946        	2808        	4           
2946        	3609        	3           
2946        	3355        	2           
2946        	200         	2           
2946        	1601        	5           
2946        	1905        	2           
2946        	712         	6           
2946        	351         	8           
2946        	2097        	2           
2946        	1008        	2           
2946        	3255        	2           
2946        	2199        	3           
2946        	1901        	2           
2946        	3050        	5           
2946        	1794        	2           
2946        	2557        	3           
2946        	1101        	3           
2946        	2080        	2           
2946        	896         	2           
2946        	984         	2           
2946        	2168        	3           
2946        	621         	3           
2946        	2428        	2           
2946        	1846        	3           
2946        	1692        	3           
2946        	3126        	4           
2946        	1542        	2           
2946        	2941        	2           
2946        	2711        	3           
2946        	619         	2           
2946        	1596        	3           
2946        	2944        	3           
2946        	3377        	3           
2946        	3538        	2           
2946        	781         	3           
2946        	1197        	3           
2946        	3530        	4           
2946        	2126        	2           
2946        	2819        	3           
2946        	3235        	2           
2946        	2989        	6           
2946        	3328        	2           
2946        	3579        	4           
2946        	1212        	2           
2946        	3628        	2           
2946        	1124        	2           
2946        	2118        	2           
2946        	3657        	2           
2946        	1833        	2           
2946        	3007        	2           
2946        	1645        	3           
2946        	3617        	2           
2946        	2166        	3           
2946        	1654        	3           
2946        	2891        	5           
2946        	3566        	2           
2946        	1634        	5           
2946        	1797        	5           
2946        	1397        	2           
2946        	3486        	3           
2946        	3100        	2           
2946        	284         	3           
2946        	3626        	2           
2946        	3075        	3           
2946        	118         	5           
2946        	2411        	2           
2946        	2552        	2           
2946        	115         	2           
2946        	1313        	5           
2946        	2397        	2           
2946        	18          	4           
2946        	2546        	2           
2946        	2549        	2           
2946        	1496        	2           
2946        	1848        	3           
2946        	1779        	2           
2946        	3244        	2           
2946        	2439        	7           
2946        	707         	6           
2946        	3435        	4           
2946        	2088        	3           
2946        	2852        	5           
2946        	2767        	2           
2946        	2228        	3           
2946        	3174        	2           
2946        	1062        	3           
3005        	1062        	2           
18          	2651        	2           
18          	74          	2           
18          	864         	3           
18          	1372        	4           
18          	3491        	3           
18          	3301        	4           
18          	2264        	2           
18          	1549        	2           
18          	1276        	3           
18          	649         	3           
18          	3328        	2           
18          	2061        	3           
18          	2837        	2           
18          	1601        	3           
18          	2143        	4           
18          	75          	3           
18          	1962        	2           
18          	2237        	4           
18          	3267        	3           
18          	3541        	2           
18          	712         	4           
18          	2326        	3           
18          	3364        	2           
18          	1008        	4           
18          	2754        	3           
18          	2371        	3           
18          	1654        	3           
18          	533         	3           
18          	2374        	2           
18          	1393        	2           
18          	1969        	3           
18          	3594        	3           
18          	79          	3           
18          	981         	3           
18          	1038        	3           
18          	2563        	4           
18          	572         	5           
18          	3050        	3           
18          	1122        	3           
18          	1099        	3           
18          	945         	3           
18          	2895        	2           
18          	1634        	2           
18          	1108        	2           
18          	2942        	2           
18          	1878        	6           
18          	2866        	3           
18          	1992        	2           
18          	2168        	2           
18          	2340        	4           
18          	1743        	2           
18          	3153        	2           
18          	2175        	3           
18          	1178        	2           
18          	2051        	2           
18          	621         	4           
18          	1987        	5           
18          	1772        	4           
18          	2292        	2           
18          	3510        	3           
18          	3488        	5           
18          	594         	3           
18          	2463        	2           
18          	1618        	2           
18          	1238        	3           
18          	2962        	3           
18          	1231        	2           
18          	2298        	4           
18          	2998        	2           
18          	3010        	3           
18          	297         	2           
18          	462         	2           
18          	3438        	2           
18          	3126        	4           
18          	3420        	2           
18          	192         	2           
18          	1144        	5           
18          	1519        	2           
18          	2265        	2           
18          	337         	3           
18          	1751        	4           
18          	1120        	2           
18          	3421        	2           
18          	1829        	2           
18          	2548        	2           
18          	1115        	2           
18          	2751        	2           
18          	1287        	3           
18          	244         	2           
18          	2436        	3           
18          	2238        	2           
18          	2034        	3           
18          	2480        	2           
18          	2397        	4           
18          	694         	3           
18          	1208        	3           
18          	3499        	2           
18          	3020        	3           
18          	2325        	4           
18          	875         	2           
18          	2078        	2           
18          	1744        	3           
18          	2913        	2           
18          	1399        	3           
18          	2349        	3           
18          	958         	4           
18          	307         	2           
18          	2457        	4           
18          	3379        	3           
18          	1211        	2           
18          	1243        	2           
18          	2787        	4           
18          	974         	3           
18          	869         	2           
18          	432         	4           
18          	1627        	2           
18          	1051        	3           
18          	2249        	3           
18          	1204        	3           
18          	3530        	4           
18          	2126        	3           
18          	2946        	4           
18          	707         	6           
18          	3435        	3           
18          	3041        	2           
18          	2852        	4           
18          	2439        	4           
18          	2767        	5           
18          	1694        	2           
18          	2228        	3           
18          	3174        	2           
18          	1062        	4           
1474        	863         	2           
1474        	2931        	2           
1474        	2764        	2           
1474        	1062        	2           
2183        	3271        	2           
2183        	621         	2           
2183        	476         	2           
2183        	3510        	2           
2183        	223         	2           
2183        	2645        	2           
2183        	2457        	2           
2183        	1204        	2           
2183        	1062        	2           
3213        	866         	3           
3213        	1372        	2           
3213        	2976        	3           
3213        	2312        	2           
3213        	1278        	4           
3213        	1442        	2           
3213        	1221        	3           
3213        	3240        	2           
3213        	816         	3           
3213        	2319        	2           
3213        	963         	2           
3213        	1181        	2           
3213        	2866        	3           
3213        	2411        	4           
3213        	2325        	3           
3213        	2321        	5           
