Node 1	Node 2	Truss
# Nodes:3674 Edges:14317
684         	2837        	6           
684         	3255        	6           
684         	16          	4           
684         	3229        	2           
684         	401         	6           
684         	3435        	4           
2397        	2382        	2           
2397        	262         	3           
2397        	75          	2           
2397        	3563        	5           
2397        	1780        	6           
2397        	3022        	6           
2397        	1276        	6           
2397        	2837        	6           
2397        	3255        	6           
2397        	1735        	2           
2397        	84          	6           
2397        	2998        	6           
2397        	517         	2           
2397        	444         	6           
2397        	3030        	2           
2397        	18          	4           
2397        	684         	6           
2397        	1175        	6           
2397        	2923        	6           
2397        	2645        	2           
2397        	982         	4           
2397        	401         	6           
2397        	2946        	2           
2397        	3435        	5           
3255        	2837        	6           
3255        	3022        	7           
3255        	1276        	6           
3255        	3204        	2           
3255        	3166        	2           
3255        	16          	4           
3255        	3496        	2           
3255        	1758        	2           
3255        	84          	6           
3255        	2059        	2           
3255        	2998        	6           
3255        	3563        	6           
3255        	537         	2           
3255        	444         	6           
3255        	1175        	6           
3255        	2923        	6           
3255        	1529        	2           
3255        	982         	4           
3255        	401         	7           
3255        	2946        	2           
3255        	2852        	3           
3255        	1780        	6           
3255        	2397        	6           
3255        	684         	6           
3255        	3435        	4           
2670        	3435        	2           
2701        	1733        	2           
2701        	3400        	2           
2701        	1841        	2           
2701        	2789        	2           
2701        	55          	2           
2701        	2563        	2           
2701        	2982        	3           
2701        	1001        	2           
2701        	1133        	3           
2701        	2968        	2           
2701        	3307        	4           
2968        	3201        	2           
2968        	1804        	2           
2968        	3124        	2           
2968        	3350        	2           
2968        	94          	2           
2968        	883         	2           
2968        	3503        	2           
2968        	1397        	2           
2968        	2292        	2           
2968        	15          	2           
2968        	1943        	2           
2968        	1120        	2           
2968        	2408        	2           
2968        	2498        	2           
2968        	1008        	2           
2968        	2997        	2           
2968        	1934        	3           
2968        	3656        	4           
2968        	3144        	3           
2968        	3603        	2           
2968        	3549        	3           
2968        	1083        	5           
2968        	2072        	4           
2968        	1589        	3           
2968        	1153        	3           
2968        	1421        	4           
2968        	765         	4           
2968        	2701        	2           
2789        	2365        	3           
2789        	3307        	3           
2789        	2030        	2           
2789        	1885        	2           
2789        	2701        	2           
1498        	716         	2           
1498        	1347        	2           
2421        	707         	2           
2378        	2989        	3           
2378        	229         	3           
2378        	2446        	2           
2378        	1637        	2           
2378        	1658        	2           
2378        	707         	2           
1848        	1728        	2           
1848        	332         	2           
1848        	3541        	2           
1848        	2312        	2           
1848        	1654        	3           
1848        	2822        	2           
1848        	492         	2           
1848        	888         	2           
1848        	3356        	3           
1848        	2063        	3           
1848        	1984        	2           
1848        	2819        	2           
1848        	1303        	3           
1848        	3628        	3           
1848        	813         	2           
1848        	211         	2           
1848        	2437        	2           
1848        	899         	2           
1848        	2886        	2           
1848        	2164        	3           
1848        	192         	2           
1848        	1126        	2           
1848        	1676        	2           
1848        	2946        	3           
1848        	707         	2           
904         	2415        	2           
904         	247         	2           
904         	2887        	2           
904         	1903        	2           
904         	740         	2           
904         	531         	2           
904         	3044        	2           
904         	1599        	2           
904         	1199        	2           
904         	173         	2           
904         	1131        	2           
904         	335         	2           
904         	1758        	2           
904         	1996        	3           
904         	3091        	2           
904         	2003        	2           
904         	707         	2           
1882        	258         	2           
1882        	2186        	2           
1882        	1507        	2           
1882        	2523        	2           
1882        	1725        	2           
1882        	2573        	2           
1882        	1555        	2           
1882        	3094        	2           
1882        	3357        	2           
1882        	93          	2           
1882        	1676        	2           
1882        	707         	2           
1551        	2168        	3           
1551        	2645        	2           
1551        	707         	3           
1313        	1629        	2           
1313        	1360        	3           
1313        	554         	6           
1313        	1276        	3           
1313        	1962        	6           
1313        	712         	5           
1313        	351         	5           
1313        	1393        	2           
1313        	229         	6           
1313        	2909        	3           
1313        	604         	2           
1313        	1241        	2           
1313        	2989        	6           
1313        	2229        	3           
1313        	3419        	2           
1313        	1969        	6           
1313        	1271        	2           
1313        	807         	2           
1313        	1634        	5           
1313        	3020        	2           
1313        	1772        	6           
1313        	2512        	4           
1313        	3607        	2           
1313        	872         	2           
1313        	2946        	5           
1313        	707         	5           
1996        	3448        	2           
1996        	3541        	5           
1996        	1092        	8           
1996        	2399        	3           
1996        	2388        	3           
1996        	3124        	6           
1996        	232         	7           
1996        	134         	3           
1996        	6           	2           
1996        	2313        	2           
1996        	2586        	2           
1996        	1199        	5           
1996        	2557        	7           
1996        	259         	3           
1996        	1797        	2           
1996        	3219        	2           
1996        	2866        	2           
1996        	1466        	7           
1996        	2288        	3           
1996        	284         	2           
1996        	159         	2           
1996        	72          	4           
1996        	1347        	2           
1996        	3653        	7           
1996        	1378        	2           
1996        	2470        	2           
1996        	2325        	4           
1996        	2424        	7           
1996        	193         	3           
1996        	803         	2           
1996        	2906        	2           
1996        	2852        	4           
1996        	2439        	2           
1996        	2622        	3           
1996        	619         	7           
1996        	3538        	7           
1996        	904         	3           
1996        	707         	2           
714         	1796        	2           
714         	707         	2           
3486        	1900        	2           
3486        	351         	3           
3486        	1250        	2           
3486        	712         	4           
3486        	3082        	2           
3486        	1549        	2           
3486        	3042        	3           
3486        	3669        	3           
3486        	1927        	2           
3486        	3092        	2           
3486        	1991        	2           
3486        	1721        	2           
3486        	2043        	3           
3486        	1556        	2           
3486        	3549        	2           
3486        	2639        	2           
3486        	690         	2           
3486        	1937        	3           
3486        	189         	2           
3486        	827         	2           
3486        	760         	2           
3486        	1114        	2           
3486        	1988        	3           
3486        	3500        	2           
3486        	3307        	3           
3486        	404         	2           
3486        	2077        	3           
3486        	2852        	3           
3486        	2767        	6           
3486        	2946        	3           
3486        	707         	3           
2446        	1752        	2           
2446        	2608        	4           
2446        	2150        	2           
2446        	3172        	3           
2446        	3301        	4           
2446        	2345        	3           
2446        	1909        	2           
2446        	649         	3           
2446        	3148        	2           
2446        	1502        	2           
2446        	38          	2           
2446        	251         	2           
2446        	674         	3           
2446        	3365        	4           
2446        	2258        	2           
2446        	1620        	2           
2446        	3422        	2           
2446        	1008        	4           
2446        	2754        	2           
2446        	1320        	4           
2446        	2371        	2           
2446        	1969        	2           
2446        	3323        	2           
2446        	79          	2           
2446        	2563        	2           
2446        	945         	2           
2446        	1217        	2           
2446        	3452        	4           
2446        	3631        	5           
2446        	74          	2           
2446        	1230        	2           
2446        	709         	2           
2446        	1878        	3           
2446        	1715        	2           
2446        	266         	2           
2446        	311         	2           
2446        	959         	4           
2446        	2942        	2           
2446        	724         	2           
2446        	2210        	2           
2446        	2189        	3           
2446        	1392        	2           
2446        	2340        	5           
2446        	3020        	2           
2446        	1772        	3           
2446        	3048        	3           
2446        	2428        	2           
2446        	436         	2           
2446        	1618        	2           
2446        	1475        	4           
2446        	1238        	2           
2446        	2962        	2           
2446        	3432        	2           
2446        	2387        	3           
2446        	761         	4           
2446        	2265        	3           
2446        	1751        	2           
2446        	244         	2           
2446        	1507        	2           
2446        	875         	2           
2446        	307         	2           
2446        	1211        	2           
2446        	2323        	2           
2446        	871         	2           
2446        	1902        	2           
2446        	1450        	3           
2446        	1798        	2           
2446        	2249        	2           
2446        	1204        	2           
2446        	2378        	2           
2446        	707         	2           
1634        	454         	3           
1634        	712         	5           
1634        	351         	5           
1634        	1315        	2           
1634        	2989        	5           
1634        	3452        	3           
1634        	1675        	3           
1634        	3264        	2           
1634        	2327        	2           
1634        	2563        	4           
1634        	74          	2           
1634        	807         	2           
1634        	2954        	2           
1634        	1118        	3           
1634        	1121        	2           
1634        	465         	3           
1634        	2764        	2           
1634        	3329        	2           
1634        	1001        	3           
1634        	2325        	2           
1634        	18          	2           
1634        	322         	2           
1634        	1232        	2           
1634        	1863        	3           
1634        	3508        	2           
1634        	339         	2           
1634        	2189        	3           
1634        	2966        	3           
1634        	3362        	2           
1634        	1552        	2           
1634        	604         	2           
1634        	1313        	5           
1634        	1606        	2           
1634        	2946        	5           
1634        	707         	5           
22          	2487        	3           
22          	2825        	2           
22          	3159        	2           
22          	1484        	3           
22          	707         	2           
3460        	707         	2           
1645        	2480        	3           
1645        	815         	2           
1645        	1987        	2           
1645        	2584        	3           
1645        	300         	2           
1645        	3438        	3           
1645        	3122        	2           
1645        	2852        	3           
1645        	3617        	2           
1645        	2946        	3           
1645        	707         	3           
3628        	2376        	2           
3628        	2327        	2           
3628        	2891        	2           
3628        	3301        	2           
3628        	1515        	2           
3628        	1055        	2           
3628        	2340        	2           
3628        	476         	2           
3628        	118         	2           
3628        	223         	2           
3628        	1848        	3           
3628        	2946        	2           
3628        	707         	2           
3484        	2377        	2           
3484        	707         	2           
2675        	2601        	3           
2675        	3556        	2           
2675        	2665        	2           
2675        	2268        	3           
2675        	74          	2           
2675        	2114        	2           
2675        	3474        	3           
2675        	963         	2           
2675        	2480        	3           
2675        	707         	3           
649         	2819        	2           
649         	772         	2           
649         	1928        	3           
649         	2166        	2           
649         	2446        	3           
649         	388         	3           
649         	1987        	2           
649         	2265        	2           
649         	1172        	2           
649         	2325        	3           
649         	18          	3           
649         	2626        	2           
649         	2852        	3           
649         	2439        	2           
649         	712         	2           
649         	1197        	3           
649         	707         	3           
2989        	2313        	3           
2989        	3200        	2           
2989        	1992        	2           
2989        	1268        	2           
2989        	554         	7           
2989        	601         	2           
2989        	1941        	3           
2989        	1655        	2           
2989        	2165        	3           
2989        	38          	3           
2989        	356         	2           
2989        	3363        	2           
2989        	1831        	2           
2989        	3064        	4           
2989        	1962        	7           
2989        	429         	2           
2989        	2166        	4           
2989        	487         	2           
2989        	2586        	2           
2989        	1585        	3           
2989        	3566        	4           
2989        	2597        	2           
2989        	3459        	2           
2989        	2476        	2           
2989        	2832        	2           
2989        	2535        	3           
2989        	1096        	2           
2989        	2954        	2           
2989        	1072        	2           
2989        	1444        	2           
2989        	2803        	2           
2989        	2357        	2           
2989        	1987        	2           
2989        	672         	2           
2989        	3663        	2           
2989        	3251        	2           
2989        	692         	3           
2989        	3199        	2           
2989        	731         	2           
2989        	761         	2           
2989        	21          	2           
2989        	1701        	2           
2989        	2470        	2           
2989        	1780        	2           
2989        	3349        	2           
2989        	2325        	4           
2989        	3497        	2           
2989        	2524        	2           
2989        	1126        	2           
2989        	193         	2           
2989        	2668        	2           
2989        	1521        	3           
2989        	3418        	3           
2989        	2378        	3           
2989        	1352        	2           
2989        	2852        	6           
2989        	2439        	5           
2989        	454         	3           
2989        	712         	5           
2989        	351         	5           
2989        	1393        	2           
2989        	1969        	7           
2989        	1634        	5           
2989        	229         	6           
2989        	2189        	2           
2989        	1772        	7           
2989        	1313        	6           
2989        	3530        	6           
2989        	2946        	6           
2989        	707         	6           
3244        	2946        	2           
1779        	2946        	2           
1496        	432         	2           
1496        	1363        	2           
1496        	3223        	2           
1496        	363         	2           
1496        	1197        	2           
1496        	2946        	2           
2549        	556         	2           
2549        	2313        	2           
2549        	676         	2           
2549        	2946        	2           
2546        	3453        	2           
2546        	3522        	2           
2546        	1149        	2           
2546        	2946        	2           
115         	2645        	2           
115         	2946        	2           
2552        	3205        	2           
2552        	1941        	3           
2552        	2871        	2           
2552        	2392        	3           
2552        	591         	2           
2552        	1402        	2           
2552        	3020        	3           
2552        	2852        	3           
2552        	3349        	2           
2552        	2946        	2           
2411        	3033        	3           
2411        	3083        	2           
2411        	963         	5           
2411        	221         	2           
2411        	2321        	2           
2411        	2744        	2           
2411        	2835        	2           
2411        	981         	3           
2411        	3566        	3           
2411        	1312        	2           
2411        	437         	2           
2411        	3230        	2           
2411        	2423        	2           
2411        	2325        	5           
2411        	3455        	2           
2411        	3213        	4           
2411        	1211        	2           
2411        	2147        	2           
2411        	2946        	2           
3075        	3609        	3           
3075        	1112        	2           
3075        	2946        	3           
3626        	2946        	2           
3100        	2946        	2           
1397        	2968        	2           
1397        	2531        	2           
1397        	2313        	3           
1397        	1074        	2           
1397        	1941        	2           
1397        	3517        	2           
1397        	527         	2           
1397        	2956        	2           
1397        	1118        	3           
1397        	2987        	2           
1397        	2519        	2           
1397        	1760        	2           
1397        	765         	2           
1397        	919         	2           
1397        	19          	2           
1397        	2946        	2           
3617        	1645        	2           
3617        	2852        	2           
3617        	2946        	2           
3007        	2882        	2           
3007        	3631        	2           
3007        	2117        	4           
3007        	2602        	2           
3007        	979         	3           
3007        	3373        	3           
3007        	3499        	4           
3007        	1636        	3           
3007        	1987        	2           
3007        	2982        	2           
3007        	193         	3           
3007        	2119        	3           
3007        	2326        	4           
3007        	2787        	4           
3007        	2946        	2           
1833        	1096        	2           
1833        	410         	2           
1833        	1475        	2           
1833        	958         	2           
1833        	2946        	2           
3657        	2946        	2           
2118        	2946        	2           
1212        	2946        	2           
3328        	2894        	3           
3328        	1987        	2           
3328        	1260        	3           
3328        	1001        	2           
3328        	18          	2           
3328        	2852        	2           
3328        	1080        	3           
3328        	2323        	3           
3328        	2946        	2           
3235        	2940        	2           
3235        	2946        	2           
3455        	3099        	2           
3455        	3301        	3           
3455        	1941        	3           
3455        	2887        	3           
3455        	234         	2           
3455        	523         	2           
3455        	3271        	3           
3455        	476         	2           
3455        	223         	2           
3455        	2411        	2           
3455        	3420        	3           
3455        	558         	2           
3455        	958         	2           
3455        	307         	2           
3455        	1211        	3           
3455        	974         	3           
3455        	3089        	2           
3455        	2177        	2           
3455        	2147        	2           
3160        	2744        	2           
3160        	469         	2           
3160        	1841        	2           
3160        	2313        	2           
3160        	1122        	2           
3160        	2982        	2           
3160        	1001        	2           
1122        	3020        	4           
1122        	2896        	2           
1122        	979         	3           
1122        	359         	3           
1122        	1636        	3           
1122        	2202        	3           
1122        	2325        	4           
1122        	18          	3           
1122        	980         	2           
1122        	3160        	2           
2313        	763         	3           
2313        	2812        	2           
2313        	2989        	3           
2313        	3397        	3           
2313        	1956        	2           
2313        	1615        	3           
2313        	3334        	2           
2313        	1774        	3           
2313        	2907        	3           
2313        	476         	2           
2313        	3482        	3           
2313        	3327        	3           
2313        	3563        	4           
2313        	760         	5           
2313        	2320        	3           
2313        	1902        	2           
2313        	3458        	2           
2313        	983         	4           
2313        	53          	4           
2313        	2060        	2           
2313        	1753        	2           
2313        	719         	3           
2313        	356         	4           
2313        	3171        	3           
2313        	575         	2           
2313        	251         	3           
2313        	2312        	4           
2313        	3422        	4           
2313        	838         	2           
2313        	3125        	3           
2313        	2898        	3           
2313        	556         	4           
2313        	2541        	3           
2313        	2386        	2           
2313        	1705        	2           
2313        	907         	2           
2313        	2841        	2           
2313        	3606        	2           
2313        	74          	4           
2313        	1199        	3           
2313        	1858        	3           
2313        	886         	2           
2313        	1653        	2           
2313        	259         	3           
2313        	2924        	2           
2313        	3219        	3           
2313        	1397        	3           
2313        	3543        	2           
2313        	2894        	3           
2313        	159         	4           
2313        	3602        	3           
2313        	1347        	4           
2313        	692         	4           
2313        	418         	2           
2313        	266         	3           
2313        	1378        	4           
2313        	700         	4           
2313        	936         	2           
2313        	2337        	2           
2313        	1043        	4           
2313        	2141        	3           
2313        	1001        	3           
2313        	2538        	3           
2313        	2424        	5           
2313        	3569        	3           
2313        	3161        	8           
2313        	193         	4           
2313        	3122        	3           
2313        	1421        	3           
2313        	3436        	3           
2313        	2549        	2           
2313        	2483        	5           
2313        	1658        	3           
2313        	872         	3           
2313        	1167        	2           
2313        	980         	2           
2313        	2961        	2           
2313        	326         	2           
2313        	1541        	2           
2313        	525         	4           
2313        	1366        	3           
2313        	2766        	3           
2313        	1156        	2           
2313        	173         	4           
2313        	2064        	3           
2313        	688         	2           
2313        	1381        	2           
2313        	999         	2           
2313        	1118        	10          
2313        	2051        	4           
2313        	621         	2           
2313        	1561        	2           
2313        	583         	3           
2313        	2084        	3           
2313        	1996        	2           
2313        	186         	3           
2313        	2580        	2           
2313        	603         	2           
2313        	199         	3           
2313        	2751        	2           
2313        	2760        	3           
2313        	5           	3           
2313        	1172        	3           
2313        	3593        	2           
2313        	786         	4           
2313        	20          	3           
2313        	1733        	2           
2313        	307         	3           
2313        	555         	2           
2313        	3089        	3           
2313        	2673        	4           
2313        	2600        	3           
2313        	929         	3           
2313        	3490        	3           
2313        	3160        	2           
2126        	2917        	2           
2126        	2258        	3           
2126        	3606        	2           
2126        	306         	2           
2126        	2797        	2           
2126        	60          	2           
2126        	863         	2           
2126        	2592        	2           
2126        	35          	2           
2126        	1971        	2           
2126        	812         	2           
2126        	202         	3           
2126        	18          	3           
2126        	1206        	2           
2126        	2946        	2           
2126        	331         	2           
2126        	2852        	4           
331         	1468        	2           
331         	2126        	2           
1206        	2996        	2           
1206        	543         	2           
1206        	2126        	2           
202         	2373        	2           
202         	1080        	2           
202         	3493        	2           
202         	2982        	2           
202         	2325        	2           
202         	2852        	3           
202         	1688        	2           
202         	2126        	3           
812         	2126        	2           
1971        	1543        	2           
1971        	3063        	2           
1971        	1766        	10          
1971        	1029        	3           
1971        	3265        	10          
1971        	663         	10          
1971        	2798        	2           
1971        	2514        	2           
1971        	2461        	2           
1971        	203         	2           
1971        	3336        	10          
1971        	2321        	3           
1971        	740         	10          
1971        	2532        	2           
1971        	557         	10          
1971        	82          	10          
1971        	2788        	10          
1971        	729         	10          
1971        	3334        	2           
1971        	1149        	10          
1971        	3355        	10          
1971        	3557        	10          
1971        	2126        	2           
35          	984         	2           
35          	999         	2           
35          	2126        	2           
2592        	111         	2           
2592        	2866        	2           
2592        	2568        	2           
2592        	869         	2           
2592        	2126        	2           
863         	2898        	2           
863         	1581        	2           
863         	2960        	2           
863         	2307        	2           
863         	2501        	3           
863         	459         	9           
863         	3294        	14          
863         	2238        	3           
863         	1161        	14          
863         	2120        	13          
863         	227         	13          
863         	2541        	2           
863         	332         	2           
863         	1213        	10          
863         	2630        	2           
863         	1640        	14          
863         	2470        	2           
863         	1474        	2           
863         	691         	13          
863         	2737        	3           
863         	85          	2           
863         	529         	3           
863         	1729        	2           
863         	1515        	2           
863         	3619        	2           
863         	1782        	5           
863         	556         	2           
863         	2582        	4           
863         	1065        	14          
863         	898         	14          
863         	2022        	14          
863         	3356        	14          
863         	1348        	14          
863         	1080        	14          
863         	2063        	14          
863         	2548        	7           
863         	142         	14          
863         	2977        	14          
863         	1984        	14          
863         	864         	14          
863         	3515        	14          
863         	2126        	2           
3221        	2749        	2           
3221        	683         	2           
3221        	2325        	2           
3221        	1810        	2           
2836        	3373        	4           
2836        	1636        	5           
2836        	180         	3           
2836        	2561        	4           
2836        	2715        	5           
2836        	1311        	5           
2836        	1342        	5           
2836        	515         	5           
2836        	63          	5           
2836        	2422        	5           
2836        	629         	5           
2836        	3071        	2           
2836        	3127        	4           
2836        	252         	4           
2836        	2707        	4           
252         	2173        	2           
252         	2799        	4           
252         	3622        	6           
252         	359         	6           
252         	2715        	6           
252         	797         	3           
252         	750         	6           
252         	2422        	5           
252         	637         	6           
252         	1342        	6           
252         	2561        	3           
252         	979         	4           
252         	515         	5           
252         	3373        	6           
252         	2326        	4           
252         	1636        	6           
252         	796         	6           
252         	3127        	6           
252         	3018        	2           
252         	3649        	6           
252         	2787        	4           
252         	926         	6           
252         	2836        	4           
2821        	74          	3           
2821        	2630        	2           
2821        	2309        	3           
2309        	1505        	2           
2309        	200         	4           
2309        	2651        	3           
2309        	3189        	4           
2309        	74          	3           
2309        	1466        	2           
2309        	3001        	4           
2309        	2898        	2           
2309        	2143        	3           
2309        	1554        	3           
2309        	1972        	3           
2309        	2821        	3           
2630        	863         	2           
2630        	2733        	2           
2630        	958         	2           
2630        	1984        	2           
2630        	2821        	2           
1515        	863         	2           
1515        	3628        	2           
1515        	75          	3           
1515        	1831        	2           
1515        	1060        	4           
1515        	804         	2           
1515        	108         	2           
1515        	249         	2           
1515        	462         	2           
1515        	90          	2           
1515        	5           	2           
1515        	2006        	2           
1515        	1517        	2           
1515        	2801        	2           
1515        	2219        	2           
1515        	3045        	2           
1515        	3134        	2           
1515        	720         	2           
1515        	230         	3           
1515        	2971        	3           
1515        	817         	2           
1515        	2027        	2           
1515        	2281        	2           
1515        	1278        	2           
1515        	277         	2           
1515        	3050        	2           
1515        	2379        	2           
1515        	2775        	2           
1515        	921         	2           
1515        	1118        	5           
1515        	1149        	2           
1515        	951         	2           
1515        	3208        	2           
1515        	3187        	2           
1515        	2982        	3           
1515        	2941        	2           
1515        	45          	2           
1515        	1042        	2           
1515        	3057        	2           
1515        	1001        	5           
1515        	2977        	3           
1515        	914         	3           
1515        	2825        	2           
1515        	3122        	2           
1515        	958         	3           
1515        	560         	2           
1515        	367         	2           
1515        	2158        	2           
1515        	3307        	2           
1515        	765         	3           
1515        	1518        	2           
1518        	3297        	2           
1518        	1515        	2           
2158        	713         	2           
2158        	1038        	2           
2158        	2895        	2           
2158        	1080        	2           
2158        	2580        	2           
2158        	760         	2           
2158        	1595        	2           
2158        	408         	2           
2158        	1515        	2           
367         	232         	3           
367         	3482        	2           
367         	3538        	3           
367         	787         	2           
367         	2531        	2           
367         	2548        	3           
367         	2608        	2           
367         	215         	2           
367         	1166        	2           
367         	2563        	3           
367         	966         	3           
367         	940         	3           
367         	1720        	2           
367         	1683        	4           
367         	993         	2           
367         	606         	2           
367         	20          	2           
367         	615         	3           
367         	1515        	2           
560         	75          	3           
560         	2830        	2           
560         	2392        	2           
560         	1903        	2           
560         	958         	3           
560         	1758        	2           
560         	465         	2           
560         	1043        	2           
560         	1917        	2           
560         	1515        	2           
958         	75          	2           
958         	2847        	2           
958         	221         	2           
958         	1797        	4           
958         	1565        	2           
958         	2819        	2           
958         	1240        	2           
958         	1625        	2           
958         	230         	2           
958         	1572        	2           
958         	122         	2           
958         	1833        	2           
958         	407         	2           
958         	2776        	2           
958         	1008        	5           
958         	1654        	2           
958         	2199        	2           
958         	858         	2           
958         	3566        	5           
958         	1104        	2           
958         	2630        	2           
958         	161         	2           
958         	3439        	2           
958         	2772        	2           
958         	1096        	2           
958         	88          	3           
958         	2641        	2           
958         	2051        	3           
958         	2423        	2           
958         	2861        	2           
958         	2764        	3           
958         	2756        	2           
958         	2890        	2           
958         	1180        	2           
958         	2325        	4           
958         	18          	4           
958         	1421        	2           
958         	560         	3           
958         	2322        	2           
958         	2331        	2           
958         	2293        	2           
958         	3544        	2           
958         	3455        	2           
958         	2402        	2           
958         	765         	3           
958         	581         	2           
958         	996         	2           
958         	3000        	2           
958         	814         	2           
958         	354         	2           
958         	3619        	2           
958         	1994        	2           
958         	1515        	3           
914         	1118        	3           
914         	1083        	2           
914         	1515        	3           
2977        	1332        	2           
2977        	459         	9           
2977        	3368        	2           
2977        	2345        	2           
2977        	375         	2           
2977        	1782        	5           
2977        	556         	3           
2977        	3526        	3           
2977        	1199        	3           
2977        	523         	2           
2977        	2582        	4           
2977        	3237        	3           
2977        	2548        	7           
2977        	1161        	14          
2977        	863         	14          
2977        	2120        	13          
2977        	3639        	2           
2977        	227         	13          
2977        	831         	2           
2977        	2011        	2           
2977        	51          	2           
2977        	656         	3           
2977        	1213        	10          
2977        	1170        	2           
2977        	2715        	2           
2977        	1640        	16          
2977        	2894        	2           
2977        	1118        	2           
2977        	1065        	14          
2977        	898         	14          
2977        	2022        	14          
2977        	1264        	2           
2977        	3356        	14          
2977        	1348        	14          
2977        	192         	3           
2977        	1080        	14          
2977        	2063        	18          
2977        	2756        	2           
2977        	3294        	14          
2977        	142         	14          
2977        	691         	13          
2977        	2538        	2           
2977        	2737        	3           
2977        	2934        	2           
2977        	307         	2           
2977        	85          	3           
2977        	803         	3           
2977        	529         	3           
2977        	1795        	2           
2977        	1729        	3           
2977        	245         	2           
2977        	2443        	4           
2977        	2767        	2           
2977        	321         	3           
2977        	3619        	2           
2977        	698         	2           
2977        	1984        	14          
2977        	864         	14          
2977        	3515        	14          
2977        	1515        	3           
3057        	3348        	3           
3057        	460         	2           
3057        	3593        	2           
3057        	3310        	3           
3057        	1515        	2           
45          	2602        	2           
45          	659         	2           
45          	3120        	2           
45          	1250        	2           
45          	1748        	2           
45          	2266        	2           
45          	1514        	2           
45          	3640        	2           
45          	3307        	2           
45          	1515        	2           
2941        	2201        	2           
2941        	1453        	2           
2941        	1074        	2           
2941        	2514        	2           
2941        	692         	2           
2941        	1378        	2           
2941        	2940        	2           
2941        	2538        	2           
2941        	2946        	2           
2941        	246         	2           
2941        	1515        	2           
3187        	2278        	2           
